"Legislaturperiode";"Patei";"Wahlkreis";"Stimmen";"Stimmenprozent"
17;"CDU";55;46284;24.9
17;"GRÜNE";55;32556;17.5
17;"DIE LINKE";55;24883;13.4
17;"FDP";55;21021;11.3
17;"NPD";55;1567;0.8
17;"PBC";55;458;0.2
17;"MLPD";55;133;0.1
17;"DVU";55;373;0.2
17;"REP";55;247;0.1
17;"PIRATEN";55;4564;2.5
17;"RRP";55;1617;0.9
17;"SPD";56;50032;32.8
17;"CDU";56;34680;22.7
17;"GRÜNE";56;19727;12.9
17;"DIE LINKE";56;23486;15.4
17;"FDP";56;14947;9.8
17;"NPD";56;2045;1.3
17;"PBC";56;397;0.3
17;"MLPD";56;83;0.1
17;"DVU";56;657;0.4
17;"REP";56;330;0.2
17;"PIRATEN";56;3610;2.4
17;"RRP";56;2527;1.7
17;"SPD";57;29446;28.0
17;"DIE LINKE";57;30550;29.1
17;"CDU";57;24913;23.7
17;"FDP";57;9068;8.6
17;"GRÜNE";57;4587;4.4
17;"NPD";57;2494;2.4
17;"MLPD";57;84;0.1
17;"BüSo";57;153;0.1
17;"DVU";57;875;0.8
17;"REP";57;170;0.2
17;"FWD";57;828;0.8
17;"PIRATEN";57;1829;1.7
17;"SPD";58;26761;26.0
17;"DIE LINKE";58;31833;31.0
17;"CDU";58;24524;23.9
17;"FDP";58;7907;7.7
17;"GRÜNE";58;4762;4.6
17;"NPD";58;3139;3.1
17;"MLPD";58;106;0.1
17;"BüSo";58;189;0.2
17;"DVU";58;745;0.7
17;"REP";58;191;0.2
17;"FWD";58;687;0.7
17;"PIRATEN";58;1960;1.9
17;"SPD";59;42959;25.7
17;"DIE LINKE";59;38980;23.3
17;"CDU";59;41575;24.8
17;"FDP";59;19163;11.5
17;"GRÜNE";59;12974;7.8
17;"NPD";59;4153;2.5
17;"MLPD";59;181;0.1
17;"BüSo";59;377;0.2
17;"DVU";59;1305;0.8
17;"REP";59;478;0.3
17;"FWD";59;1299;0.8
17;"PIRATEN";59;3891;2.3
17;"SPD";60;36544;21.6
17;"DIE LINKE";60;56938;33.6
17;"CDU";60;36583;21.6
17;"FDP";60;15311;9.0
17;"GRÜNE";60;10211;6.0
17;"NPD";60;4365;2.6
17;"MLPD";60;209;0.1
17;"BüSo";60;327;0.2
17;"DVU";60;2140;1.3
17;"REP";60;419;0.2
17;"FWD";60;1730;1.0
17;"PIRATEN";60;4515;2.7
17;"SPD";61;34451;27.7
17;"DIE LINKE";61;35643;28.6
17;"CDU";61;29834;24.0
17;"FDP";61;9992;8.0
17;"GRÜNE";61;6047;4.9
17;"NPD";61;3013;2.4
17;"MLPD";61;151;0.1
17;"BüSo";61;199;0.2
17;"DVU";61;1163;0.9
17;"REP";61;172;0.1
17;"FWD";61;807;0.6
17;"PIRATEN";61;3093;2.5
17;"SPD";62;44450;26.0
17;"DIE LINKE";62;43354;25.4
17;"CDU";62;36600;21.4
17;"FDP";62;17986;10.5
17;"GRÜNE";62;18279;10.7
17;"NPD";62;2129;1.2
17;"MLPD";62;202;0.1
17;"BüSo";62;345;0.2
17;"DVU";62;939;0.6
17;"REP";62;269;0.2
17;"FWD";62;942;0.6
17;"PIRATEN";62;5171;3.0
17;"SPD";63;42834;25.9
17;"DIE LINKE";63;44923;27.1
17;"CDU";63;39092;23.6
17;"FDP";63;16102;9.7
17;"GRÜNE";63;9912;6.0
17;"NPD";63;4711;2.8
17;"MLPD";63;162;0.1
17;"BüSo";63;397;0.2
17;"DVU";63;1255;0.8
17;"REP";63;368;0.2
17;"FWD";63;1352;0.8
17;"PIRATEN";63;4357;2.6
17;"SPD";64;32750;24.1
17;"DIE LINKE";64;42581;31.4
17;"CDU";64;30506;22.5
17;"FDP";64;12018;8.9
17;"GRÜNE";64;7464;5.5
17;"NPD";64;3788;2.8
17;"MLPD";64;210;0.2
17;"BüSo";64;374;0.3
17;"DVU";64;1052;0.8
17;"REP";64;395;0.3
17;"FWD";64;1108;0.8
17;"PIRATEN";64;3385;2.5
17;"SPD";65;29999;24.1
17;"DIE LINKE";65;36561;29.3
17;"CDU";65;30360;24.4
17;"FDP";65;11230;9.0
17;"GRÜNE";65;6093;4.9
17;"NPD";65;3765;3.0
17;"MLPD";65;179;0.1
17;"BüSo";65;258;0.2
17;"DVU";65;1169;0.9
17;"REP";65;344;0.3
17;"FWD";65;1055;0.8
17;"PIRATEN";65;3636;2.9
17;"SPD";66;28022;22.9
17;"DIE LINKE";66;34203;28.0
17;"CDU";66;33467;27.4
17;"FDP";66;10865;8.9
17;"GRÜNE";66;4238;3.5
17;"NPD";66;3839;3.1
17;"MLPD";66;137;0.1
17;"BüSo";66;270;0.2
17;"DVU";66;2399;2.0
17;"REP";66;278;0.2
17;"FWD";66;1435;1.2
17;"PIRATEN";66;2995;2.5
17;"SPD";67;19516;17.7
17;"DIE LINKE";67;37034;33.6
17;"CDU";67;33330;30.2
17;"FDP";67;9725;8.8
17;"GRÜNE";67;5212;4.7
17;"NPD";67;2318;2.1
17;"MLPD";67;232;0.2
17;"DVU";67;449;0.4
17;"PIRATEN";67;2422;2.2
17;"SPD";68;25606;17.9
17;"DIE LINKE";68;43781;30.6
17;"CDU";68;45060;31.5
17;"FDP";68;15368;10.7
17;"GRÜNE";68;6081;4.3
17;"NPD";68;3033;2.1
17;"MLPD";68;331;0.2
17;"DVU";68;461;0.3
17;"PIRATEN";68;3320;2.3
17;"SPD";69;24320;17.2
17;"DIE LINKE";69;45676;32.2
17;"CDU";69;44402;31.3
17;"FDP";69;13274;9.4
17;"GRÜNE";69;7141;5.0
17;"NPD";69;3277;2.3
17;"MLPD";69;309;0.2
17;"DVU";69;345;0.2
17;"PIRATEN";69;2897;2.0
17;"SPD";70;28217;18.8
17;"DIE LINKE";70;48333;32.1
17;"CDU";70;42150;28.0
17;"FDP";70;13801;9.2
17;"GRÜNE";70;10281;6.8
17;"NPD";70;2275;1.5
17;"MLPD";70;410;0.3
17;"DVU";70;294;0.2
17;"PIRATEN";70;4605;3.1
17;"SPD";71;19739;16.3
17;"DIE LINKE";71;37709;31.2
17;"CDU";71;38247;31.7
17;"FDP";71;12614;10.4
17;"GRÜNE";71;6131;5.1
17;"NPD";71;2627;2.2
17;"MLPD";71;317;0.3
17;"DVU";71;428;0.4
17;"PIRATEN";71;3000;2.5
17;"SPD";72;23225;16.6
17;"DIE LINKE";72;46628;33.3
17;"CDU";72;42696;30.5
17;"FDP";72;14764;10.6
17;"GRÜNE";72;5221;3.7
17;"NPD";72;3315;2.4
17;"MLPD";72;483;0.3
17;"DVU";72;445;0.3
17;"PIRATEN";72;3066;2.2
17;"SPD";73;21684;15.8
17;"DIE LINKE";73;43617;31.7
17;"CDU";73;37004;26.9
17;"FDP";73;15974;11.6
17;"GRÜNE";73;11950;8.7
17;"NPD";73;2234;1.6
17;"MLPD";73;511;0.4
17;"DVU";73;320;0.2
17;"PIRATEN";73;4306;3.1
17;"SPD";74;19513;15.6
17;"DIE LINKE";74;39876;31.9
17;"CDU";74;39777;31.8
17;"FDP";74;14153;11.3
17;"GRÜNE";74;4740;3.8
17;"NPD";74;3792;3.0
17;"MLPD";74;257;0.2
17;"DVU";74;380;0.3
17;"PIRATEN";74;2541;2.0
17;"SPD";75;21030;15.7
17;"DIE LINKE";75;46802;34.9
17;"CDU";75;39645;29.6
17;"FDP";75;14574;10.9
17;"GRÜNE";75;4977;3.7
17;"NPD";75;3713;2.8
17;"MLPD";75;331;0.2
17;"DVU";75;407;0.3
17;"PIRATEN";75;2623;2.0
17;"SPD";76;27780;21.2
17;"CDU";76;24854;19.0
17;"DIE LINKE";76;25216;19.2
17;"GRÜNE";76;28880;22.0
17;"FDP";76;13590;10.4
17;"NPD";76;1530;1.2
17;"REP";76;519;0.4
17;"BüSo";76;329;0.3
17;"PSG";76;116;0.1
17;"MLPD";76;107;0.1
17;"DKP";76;167;0.1
17;"DVU";76;129;0.1
17;"DIE VIOLETTEN";76;527;0.4
17;"Die Tierschutzpartei";76;1576;1.2
17;"ödp";76;245;0.2
17;"PIRATEN";76;5450;4.2
17;"SPD";77;29850;18.2
17;"CDU";77;28163;17.2
17;"DIE LINKE";77;45099;27.5
17;"GRÜNE";77;32401;19.8
17;"FDP";77;13626;8.3
17;"NPD";77;3007;1.8
17;"REP";77;486;0.3
17;"BüSo";77;457;0.3
17;"PSG";77;178;0.1
17;"MLPD";77;104;0.1
17;"DKP";77;235;0.1
17;"DVU";77;241;0.1
17;"DIE VIOLETTEN";77;559;0.3
17;"Die Tierschutzpartei";77;2225;1.4
17;"ödp";77;351;0.2
17;"PIRATEN";77;6767;4.1
17;"SPD";78;27842;21.4
17;"CDU";78;42771;32.9
17;"DIE LINKE";78;12060;9.3
17;"GRÜNE";78;17577;13.5
17;"FDP";78;20580;15.8
17;"NPD";78;2074;1.6
17;"REP";78;772;0.6
17;"BüSo";78;372;0.3
17;"PSG";78;76;0.1
17;"MLPD";78;30;0.0
17;"DKP";78;36;0.0
17;"DVU";78;165;0.1
17;"DIE VIOLETTEN";78;340;0.3
17;"Die Tierschutzpartei";78;1946;1.5
17;"ödp";78;246;0.2
17;"PIRATEN";78;2979;2.3
17;"SPD";79;29109;23.5
17;"CDU";79;37170;30.0
17;"DIE LINKE";79;13611;11.0
17;"GRÜNE";79;16451;13.3
17;"FDP";79;18277;14.7
17;"NPD";79;1982;1.6
17;"REP";79;618;0.5
17;"BüSo";79;560;0.5
17;"PSG";79;87;0.1
17;"MLPD";79;96;0.1
17;"DKP";79;44;0.0
17;"DVU";79;184;0.1
17;"DIE VIOLETTEN";79;371;0.3
17;"Die Tierschutzpartei";79;2019;1.6
17;"ödp";79;226;0.2
17;"PIRATEN";79;3173;2.6
17;"SPD";80;34488;20.2
17;"CDU";80;53085;31.1
17;"DIE LINKE";80;12270;7.2
17;"GRÜNE";80;33004;19.3
17;"FDP";80;28876;16.9
17;"NPD";80;1309;0.8
17;"REP";80;472;0.3
17;"BüSo";80;283;0.2
17;"PSG";80;79;0.0
17;"MLPD";80;34;0.0
17;"DKP";80;36;0.0
17;"DVU";80;137;0.1
17;"DIE VIOLETTEN";80;623;0.4
17;"Die Tierschutzpartei";80;1860;1.1
17;"ödp";80;312;0.2
17;"PIRATEN";80;3739;2.2
17;"SPD";81;31719;21.4
17;"CDU";81;39331;26.5
17;"DIE LINKE";81;12868;8.7
17;"GRÜNE";81;32724;22.1
17;"FDP";81;24313;16.4
17;"NPD";81;893;0.6
17;"REP";81;262;0.2
17;"BüSo";81;265;0.2
17;"PSG";81;53;0.0
17;"MLPD";81;34;0.0
17;"DKP";81;45;0.0
17;"DVU";81;88;0.1
17;"DIE VIOLETTEN";81;465;0.3
17;"Die Tierschutzpartei";81;1518;1.0
17;"ödp";81;243;0.2
17;"PIRATEN";81;3564;2.4
17;"SPD";82;36351;21.4
17;"CDU";82;45372;26.7
17;"DIE LINKE";82;16995;10.0
17;"GRÜNE";82;36630;21.6
17;"FDP";82;23407;13.8
17;"NPD";82;1891;1.1
17;"REP";82;545;0.3
17;"BüSo";82;463;0.3
17;"PSG";82;86;0.1
17;"MLPD";82;72;0.0
17;"DKP";82;101;0.1
17;"DVU";82;192;0.1
17;"DIE VIOLETTEN";82;598;0.4
17;"Die Tierschutzpartei";82;2270;1.3
17;"ödp";82;335;0.2
17;"PIRATEN";82;4619;2.7
17;"SPD";83;27639;21.4
17;"CDU";83;33469;25.9
17;"DIE LINKE";83;17986;13.9
17;"GRÜNE";83;22698;17.6
17;"FDP";83;16486;12.8
17;"NPD";83;2554;2.0
17;"REP";83;611;0.5
17;"BüSo";83;209;0.2
17;"PSG";83;128;0.1
17;"MLPD";83;108;0.1
17;"DKP";83;150;0.1
17;"DVU";83;158;0.1
17;"DIE VIOLETTEN";83;394;0.3
17;"Die Tierschutzpartei";83;2066;1.6
17;"ödp";83;261;0.2
17;"PIRATEN";83;4339;3.4
17;"SPD";84;32015;20.2
17;"CDU";84;18788;11.9
17;"DIE LINKE";84;39641;25.0
17;"GRÜNE";84;43347;27.4
17;"FDP";84;9693;6.1
17;"NPD";84;1436;0.9
17;"REP";84;284;0.2
17;"BüSo";84;166;0.1
17;"PSG";84;171;0.1
17;"MLPD";84;130;0.1
17;"DKP";84;354;0.2
17;"DVU";84;118;0.1
17;"DIE VIOLETTEN";84;727;0.5
17;"Die Tierschutzpartei";84;1793;1.1
17;"ödp";84;306;0.2
17;"PIRATEN";84;9473;6.0
17;"SPD";85;27765;19.7
17;"CDU";85;25955;18.4
17;"DIE LINKE";85;47438;33.7
17;"GRÜNE";85;15486;11.0
17;"FDP";85;11261;8.0
17;"NPD";85;3688;2.6
17;"REP";85;443;0.3
17;"BüSo";85;513;0.4
17;"PSG";85;132;0.1
17;"MLPD";85;168;0.1
17;"DKP";85;205;0.1
17;"DVU";85;234;0.2
17;"DIE VIOLETTEN";85;367;0.3
17;"Die Tierschutzpartei";85;2106;1.5
17;"ödp";85;281;0.2
17;"PIRATEN";85;4713;3.3
17;"SPD";86;20906;16.5
17;"CDU";86;22875;18.1
17;"DIE LINKE";86;51662;40.8
17;"GRÜNE";86;8847;7.0
17;"FDP";86;9741;7.7
17;"NPD";86;3832;3.0
17;"REP";86;456;0.4
17;"BüSo";86;579;0.5
17;"PSG";86;156;0.1
17;"MLPD";86;127;0.1
17;"DKP";86;235;0.2
17;"DVU";86;356;0.3
17;"DIE VIOLETTEN";86;249;0.2
17;"Die Tierschutzpartei";86;2189;1.7
17;"ödp";86;189;0.1
17;"PIRATEN";86;4274;3.4
17;"SPD";87;22618;17.3
17;"CDU";87;21347;16.3
17;"DIE LINKE";87;53815;41.2
17;"GRÜNE";87;11490;8.8
17;"FDP";87;8666;6.6
17;"NPD";87;3603;2.8
17;"REP";87;453;0.3
17;"BüSo";87;513;0.4
17;"PSG";87;158;0.1
17;"MLPD";87;101;0.1
17;"DKP";87;286;0.2
17;"DVU";87;273;0.2
17;"DIE VIOLETTEN";87;272;0.2
17;"Die Tierschutzpartei";87;1960;1.5
17;"ödp";87;225;0.2
17;"PIRATEN";87;4972;3.8
17;"SPD";88;28937;22.4
17;"CDU";88;41146;31.9
17;"FDP";88;19464;15.1
17;"GRÜNE";88;20765;16.1
17;"DIE LINKE";88;10911;8.5
17;"NPD";88;789;0.6
17;"Die Tierschutzpartei";88;672;0.5
17;"FAMILIE";88;385;0.3
17;"REP";88;221;0.2
17;"Volksabstimmung";88;87;0.1
17;"MLPD";88;34;0.0
17;"PSG";88;9;0.0
17;"ZENTRUM";88;62;0.0
17;"BüSo";88;32;0.0
17;"DVU";88;54;0.0
17;"ödp";88;149;0.1
17;"PIRATEN";88;4837;3.7
17;"RRP";88;149;0.1
17;"RENTNER";88;314;0.2
17;"SPD";89;45981;29.0
17;"CDU";89;53062;33.5
17;"FDP";89;23518;14.8
17;"GRÜNE";89;12491;7.9
17;"DIE LINKE";89;14926;9.4
17;"NPD";89;1767;1.1
17;"Die Tierschutzpartei";89;1107;0.7
17;"FAMILIE";89;792;0.5
17;"REP";89;820;0.5
17;"Volksabstimmung";89;125;0.1
17;"MLPD";89;19;0.0
17;"PSG";89;18;0.0
17;"ZENTRUM";89;70;0.0
17;"BüSo";89;29;0.0
17;"DVU";89;114;0.1
17;"ödp";89;81;0.1
17;"PIRATEN";89;2764;1.7
17;"RRP";89;239;0.2
17;"RENTNER";89;597;0.4
17;"SPD";90;27877;21.5
17;"CDU";90;53888;41.5
17;"FDP";90;21315;16.4
17;"GRÜNE";90;9307;7.2
17;"DIE LINKE";90;10638;8.2
17;"NPD";90;1532;1.2
17;"Die Tierschutzpartei";90;1047;0.8
17;"FAMILIE";90;784;0.6
17;"REP";90;413;0.3
17;"Volksabstimmung";90;145;0.1
17;"MLPD";90;17;0.0
17;"PSG";90;20;0.0
17;"ZENTRUM";90;69;0.1
17;"BüSo";90;24;0.0
17;"DVU";90;73;0.1
17;"ödp";90;94;0.1
17;"PIRATEN";90;1976;1.5
17;"RRP";90;199;0.2
17;"RENTNER";90;420;0.3
17;"SPD";91;36209;25.5
17;"CDU";91;53597;37.7
17;"FDP";91;21383;15.1
17;"GRÜNE";91;11102;7.8
17;"DIE LINKE";91;11924;8.4
17;"NPD";91;2066;1.5
17;"Die Tierschutzpartei";91;1100;0.8
17;"FAMILIE";91;891;0.6
17;"REP";91;259;0.2
17;"Volksabstimmung";91;201;0.1
17;"MLPD";91;20;0.0
17;"PSG";91;19;0.0
17;"ZENTRUM";91;72;0.1
17;"BüSo";91;28;0.0
17;"DVU";91;74;0.1
17;"ödp";91;62;0.0
17;"PIRATEN";91;2273;1.6
17;"RRP";91;207;0.1
17;"RENTNER";91;592;0.4
17;"SPD";92;49072;27.6
17;"CDU";92;60798;34.2
17;"FDP";92;29495;16.6
17;"GRÜNE";92;16136;9.1
17;"DIE LINKE";92;13214;7.4
17;"NPD";92;1952;1.1
17;"Die Tierschutzpartei";92;1333;0.7
17;"FAMILIE";92;793;0.4
17;"REP";92;500;0.3
17;"Volksabstimmung";92;236;0.1
17;"MLPD";92;33;0.0
17;"PSG";92;29;0.0
17;"ZENTRUM";92;80;0.0
17;"BüSo";92;42;0.0
17;"DVU";92;98;0.1
17;"ödp";92;151;0.1
17;"PIRATEN";92;2688;1.5
17;"RRP";92;195;0.1
17;"RENTNER";92;933;0.5
17;"SPD";93;40709;23.5
17;"CDU";93;63653;36.7
17;"FDP";93;32011;18.5
17;"GRÜNE";93;15126;8.7
17;"DIE LINKE";93;13139;7.6
17;"NPD";93;1810;1.0
17;"Die Tierschutzpartei";93;1276;0.7
17;"FAMILIE";93;931;0.5
17;"REP";93;420;0.2
17;"Volksabstimmung";93;209;0.1
17;"MLPD";93;43;0.0
17;"PSG";93;24;0.0
17;"ZENTRUM";93;103;0.1
17;"BüSo";93;40;0.0
17;"DVU";93;146;0.1
17;"ödp";93;160;0.1
17;"PIRATEN";93;2523;1.5
17;"RRP";93;326;0.2
17;"RENTNER";93;844;0.5
17;"SPD";94;33774;26.8
17;"CDU";94;34195;27.2
17;"FDP";94;18981;15.1
17;"GRÜNE";94;20019;15.9
17;"DIE LINKE";94;12092;9.6
17;"NPD";94;1398;1.1
17;"Die Tierschutzpartei";94;816;0.6
17;"FAMILIE";94;433;0.3
17;"REP";94;368;0.3
17;"Volksabstimmung";94;179;0.1
17;"MLPD";94;70;0.1
17;"PSG";94;20;0.0
17;"ZENTRUM";94;74;0.1
17;"BüSo";94;25;0.0
17;"DVU";94;53;0.0
17;"ödp";94;146;0.1
17;"PIRATEN";94;2522;2.0
17;"RRP";94;214;0.2
17;"RENTNER";94;454;0.4
17;"SPD";95;37665;22.0
17;"CDU";95;48545;28.3
17;"FDP";95;32663;19.0
17;"GRÜNE";95;34040;19.8
17;"DIE LINKE";95;12138;7.1
17;"NPD";95;809;0.5
17;"Die Tierschutzpartei";95;755;0.4
17;"FAMILIE";95;337;0.2
17;"REP";95;227;0.1
17;"Volksabstimmung";95;129;0.1
17;"MLPD";95;41;0.0
17;"PSG";95;28;0.0
17;"ZENTRUM";95;67;0.0
17;"BüSo";95;27;0.0
17;"DVU";95;48;0.0
17;"ödp";95;252;0.1
17;"PIRATEN";95;3237;1.9
17;"RRP";95;207;0.1
17;"RENTNER";95;341;0.2
17;"SPD";96;37019;27.8
17;"CDU";96;33367;25.1
17;"FDP";96;17225;13.0
17;"GRÜNE";96;24797;18.7
17;"DIE LINKE";96;13540;10.2
17;"NPD";96;1231;0.9
17;"Die Tierschutzpartei";96;847;0.6
17;"FAMILIE";96;473;0.4
17;"REP";96;367;0.3
17;"Volksabstimmung";96;153;0.1
17;"MLPD";96;53;0.0
17;"PSG";96;26;0.0
17;"ZENTRUM";96;58;0.0
17;"BüSo";96;38;0.0
17;"DVU";96;57;0.0
17;"ödp";96;201;0.2
17;"PIRATEN";96;2791;2.1
17;"RRP";96;257;0.2
17;"RENTNER";96;456;0.3
17;"SPD";97;37387;22.5
17;"CDU";97;51654;31.1
17;"FDP";97;31483;19.0
17;"GRÜNE";97;26573;16.0
17;"DIE LINKE";97;11624;7.0
17;"NPD";97;1049;0.6
17;"Die Tierschutzpartei";97;786;0.5
17;"FAMILIE";97;443;0.3
17;"REP";97;244;0.1
17;"Volksabstimmung";97;137;0.1
17;"MLPD";97;40;0.0
17;"PSG";97;26;0.0
17;"ZENTRUM";97;87;0.1
17;"BüSo";97;87;0.1
17;"DVU";97;52;0.0
17;"ödp";97;208;0.1
17;"PIRATEN";97;3685;2.2
17;"RRP";97;74;0.0
17;"RENTNER";97;280;0.2
17;"SPD";98;37986;23.0
17;"CDU";98;58516;35.4
17;"FDP";98;31488;19.1
17;"GRÜNE";98;17359;10.5
17;"DIE LINKE";98;11650;7.1
17;"NPD";98;1462;0.9
17;"Die Tierschutzpartei";98;1113;0.7
17;"FAMILIE";98;678;0.4
17;"REP";98;271;0.2
17;"Volksabstimmung";98;741;0.4
17;"MLPD";98;19;0.0
17;"PSG";98;15;0.0
17;"ZENTRUM";98;100;0.1
17;"BüSo";98;21;0.0
17;"DVU";98;93;0.1
17;"ödp";98;153;0.1
17;"PIRATEN";98;2887;1.7
17;"RRP";98;194;0.1
17;"RENTNER";98;432;0.3
17;"SPD";99;33235;20.8
17;"CDU";99;59487;37.2
17;"FDP";99;34858;21.8
17;"GRÜNE";99;16898;10.6
17;"DIE LINKE";99;8800;5.5
17;"NPD";99;1188;0.7
17;"Die Tierschutzpartei";99;974;0.6
17;"FAMILIE";99;605;0.4
17;"REP";99;224;0.1
17;"Volksabstimmung";99;452;0.3
17;"MLPD";99;27;0.0
17;"PSG";99;15;0.0
17;"ZENTRUM";99;96;0.1
17;"BüSo";99;15;0.0
17;"DVU";99;69;0.0
17;"ödp";99;149;0.1
17;"PIRATEN";99;2445;1.5
17;"RRP";99;163;0.1
17;"RENTNER";99;331;0.2
17;"SPD";100;35604;24.0
17;"CDU";100;56807;38.3
17;"FDP";100;25007;16.8
17;"GRÜNE";100;12826;8.6
17;"DIE LINKE";100;11070;7.5
17;"NPD";100;1317;0.9
17;"Die Tierschutzpartei";100;977;0.7
17;"FAMILIE";100;905;0.6
17;"REP";100;380;0.3
17;"Volksabstimmung";100;193;0.1
17;"MLPD";100;16;0.0
17;"PSG";100;22;0.0
17;"ZENTRUM";100;79;0.1
17;"BüSo";100;36;0.0
17;"DVU";100;119;0.1
17;"ödp";100;264;0.2
17;"PIRATEN";100;2035;1.4
17;"RRP";100;228;0.2
17;"RENTNER";100;551;0.4
17;"SPD";101;38415;23.3
17;"CDU";101;58572;35.5
17;"FDP";101;31480;19.1
17;"GRÜNE";101;18582;11.3
17;"DIE LINKE";101;10832;6.6
17;"NPD";101;1227;0.7
17;"Die Tierschutzpartei";101;1111;0.7
17;"FAMILIE";101;725;0.4
17;"REP";101;353;0.2
17;"Volksabstimmung";101;197;0.1
17;"MLPD";101;30;0.0
17;"PSG";101;18;0.0
17;"ZENTRUM";101;87;0.1
17;"BüSo";101;47;0.0
17;"DVU";101;94;0.1
17;"ödp";101;177;0.1
17;"PIRATEN";101;2346;1.4
17;"RRP";101;292;0.2
17;"RENTNER";101;543;0.3
17;"SPD";102;40982;28.3
17;"CDU";102;43188;29.8
17;"FDP";102;20670;14.3
17;"GRÜNE";102;18064;12.5
17;"DIE LINKE";102;13715;9.5
17;"NPD";102;1815;1.3
17;"Die Tierschutzpartei";102;1039;0.7
17;"FAMILIE";102;712;0.5
17;"REP";102;448;0.3
17;"Volksabstimmung";102;153;0.1
17;"MLPD";102;180;0.1
17;"PSG";102;29;0.0
17;"ZENTRUM";102;76;0.1
17;"BüSo";102;42;0.0
17;"DVU";102;92;0.1
17;"ödp";102;160;0.1
17;"PIRATEN";102;2578;1.8
17;"RRP";102;292;0.2
17;"RENTNER";102;620;0.4
17;"SPD";103;39244;27.4
17;"CDU";103;40972;28.6
17;"FDP";103;19458;13.6
17;"GRÜNE";103;18285;12.8
17;"DIE LINKE";103;16743;11.7
17;"NPD";103;1537;1.1
17;"Die Tierschutzpartei";103;1009;0.7
17;"FAMILIE";103;629;0.4
17;"REP";103;1098;0.8
17;"Volksabstimmung";103;169;0.1
17;"MLPD";103;114;0.1
17;"PSG";103;27;0.0
17;"ZENTRUM";103;56;0.0
17;"BüSo";103;25;0.0
17;"DVU";103;78;0.1
17;"ödp";103;128;0.1
17;"PIRATEN";103;2880;2.0
17;"RRP";103;189;0.1
17;"RENTNER";103;533;0.4
17;"SPD";104;42869;26.7
17;"CDU";104;51248;32.0
17;"FDP";104;26079;16.3
17;"GRÜNE";104;16357;10.2
17;"DIE LINKE";104;15057;9.4
17;"NPD";104;1668;1.0
17;"Die Tierschutzpartei";104;1103;0.7
17;"FAMILIE";104;819;0.5
17;"REP";104;664;0.4
17;"Volksabstimmung";104;193;0.1
17;"MLPD";104;91;0.1
17;"PSG";104;26;0.0
17;"ZENTRUM";104;102;0.1
17;"BüSo";104;44;0.0
17;"DVU";104;139;0.1
17;"ödp";104;157;0.1
17;"PIRATEN";104;2891;1.8
17;"RRP";104;223;0.1
17;"RENTNER";104;668;0.4
17;"SPD";105;36767;24.7
17;"CDU";105;52053;34.9
17;"FDP";105;27081;18.2
17;"GRÜNE";105;15404;10.3
17;"DIE LINKE";105;10411;7.0
17;"NPD";105;1218;0.8
17;"Die Tierschutzpartei";105;960;0.6
17;"FAMILIE";105;785;0.5
17;"REP";105;628;0.4
17;"Volksabstimmung";105;164;0.1
17;"MLPD";105;32;0.0
17;"PSG";105;21;0.0
17;"ZENTRUM";105;84;0.1
17;"BüSo";105;48;0.0
17;"DVU";105;69;0.0
17;"ödp";105;123;0.1
17;"PIRATEN";105;2401;1.6
17;"RRP";105;257;0.2
17;"RENTNER";105;596;0.4
17;"SPD";106;32740;27.0
17;"CDU";106;40999;33.8
17;"FDP";106;20574;16.9
17;"GRÜNE";106;11350;9.3
17;"DIE LINKE";106;9839;8.1
17;"NPD";106;1061;0.9
17;"Die Tierschutzpartei";106;756;0.6
17;"FAMILIE";106;596;0.5
17;"REP";106;467;0.4
17;"Volksabstimmung";106;122;0.1
17;"MLPD";106;28;0.0
17;"PSG";106;20;0.0
17;"ZENTRUM";106;94;0.1
17;"BüSo";106;28;0.0
17;"DVU";106;84;0.1
17;"ödp";106;95;0.1
17;"PIRATEN";106;1955;1.6
17;"RRP";106;199;0.2
17;"RENTNER";106;422;0.3
17;"SPD";107;35625;22.5
17;"CDU";107;52747;33.3
17;"FDP";107;31626;20.0
17;"GRÜNE";107;19967;12.6
17;"DIE LINKE";107;11962;7.6
17;"NPD";107;804;0.5
17;"Die Tierschutzpartei";107;876;0.6
17;"FAMILIE";107;405;0.3
17;"REP";107;734;0.5
17;"Volksabstimmung";107;114;0.1
17;"MLPD";107;71;0.0
17;"PSG";107;28;0.0
17;"ZENTRUM";107;90;0.1
17;"BüSo";107;38;0.0
17;"DVU";107;47;0.0
17;"ödp";107;104;0.1
17;"PIRATEN";107;2554;1.6
17;"RRP";107;155;0.1
17;"RENTNER";107;439;0.3
17;"SPD";108;34873;26.1
17;"CDU";108;40906;30.6
17;"FDP";108;20625;15.5
17;"GRÜNE";108;16897;12.7
17;"DIE LINKE";108;13244;9.9
17;"NPD";108;900;0.7
17;"Die Tierschutzpartei";108;841;0.6
17;"FAMILIE";108;511;0.4
17;"REP";108;1002;0.8
17;"Volksabstimmung";108;119;0.1
17;"MLPD";108;64;0.0
17;"PSG";108;23;0.0
17;"ZENTRUM";108;89;0.1
17;"BüSo";108;28;0.0
17;"DVU";108;63;0.0
17;"ödp";108;108;0.1
17;"PIRATEN";108;2499;1.9
17;"RRP";108;208;0.2
17;"RENTNER";108;495;0.4
17;"SPD";109;36812;24.8
17;"CDU";109;55419;37.4
17;"FDP";109;25944;17.5
17;"GRÜNE";109;12133;8.2
