"Legislaturperiode";"Patei";"Wahlkreis";"Stimmen";"Stimmenprozent"
16;"REP";253;2374;1.3
16;"FAMILIE";253;1190;0.6
16;"BP";253;947;0.5
16;"PBC";253;416;0.2
16;"BüSo";253;144;0.1
16;"MLPD";253;88;0.0
16;"CSU";254;82845;56.9
16;"SPD";254;32077;22.0
16;"FDP";254;12104;8.3
16;"GRÜNE";254;7463;5.1
16;"DIE LINKE";254;3960;2.7
16;"NPD";254;2038;1.4
16;"REP";254;2170;1.5
16;"FAMILIE";254;958;0.7
16;"BP";254;623;0.4
16;"PBC";254;311;0.2
16;"BüSo";254;80;0.1
16;"MLPD";254;68;0.0
16;"CSU";255;91317;51.6
16;"SPD";255;41464;23.4
16;"FDP";255;17932;10.1
16;"GRÜNE";255;11374;6.4
16;"DIE LINKE";255;5680;3.2
16;"NPD";255;3256;1.8
16;"REP";255;1879;1.1
16;"FAMILIE";255;1258;0.7
16;"BP";255;634;0.4
16;"PBC";255;618;0.3
16;"BüSo";255;137;0.1
16;"MLPD";255;120;0.1
16;"CSU";256;88875;52.9
16;"SPD";256;35163;20.9
16;"FDP";256;18144;10.8
16;"GRÜNE";256;13712;8.2
16;"DIE LINKE";256;5030;3.0
16;"NPD";256;1404;0.8
16;"REP";256;1747;1.0
16;"FAMILIE";256;1425;0.8
16;"BP";256;705;0.4
16;"PBC";256;477;0.3
16;"BüSo";256;103;0.1
16;"MLPD";256;73;0.0
16;"CSU";257;103806;56.5
16;"SPD";257;34651;18.9
16;"FDP";257;18841;10.3
16;"GRÜNE";257;12225;6.7
16;"DIE LINKE";257;5185;2.8
16;"NPD";257;2612;1.4
16;"REP";257;1580;0.9
16;"FAMILIE";257;1415;0.8
16;"BP";257;1544;0.8
16;"PBC";257;674;0.4
16;"BüSo";257;145;0.1
16;"MLPD";257;81;0.0
16;"CDU";258;46703;32.5
16;"SPD";258;43391;30.2
16;"FDP";258;19697;13.7
16;"GRÜNE";258;24805;17.2
16;"DIE LINKE";258;5607;3.9
16;"NPD";258;684;0.5
16;"REP";258;852;0.6
16;"FAMILIE";258;443;0.3
16;"PBC";258;433;0.3
16;"MLPD";258;171;0.1
16;"BüSo";258;165;0.1
16;"CDU";259;45045;33.0
16;"SPD";259;46334;33.9
16;"FDP";259;16250;11.9
16;"GRÜNE";259;17241;12.6
16;"DIE LINKE";259;6611;4.8
16;"NPD";259;1113;0.8
16;"REP";259;1532;1.1
16;"FAMILIE";259;624;0.5
16;"PBC";259;359;0.3
16;"MLPD";259;302;0.2
16;"BüSo";259;146;0.1
16;"CDU";260;75622;38.9
16;"SPD";260;56981;29.3
16;"FDP";260;27218;14.0
16;"GRÜNE";260;20247;10.4
16;"DIE LINKE";260;5916;3.0
16;"NPD";260;2003;1.0
16;"REP";260;2068;1.1
16;"FAMILIE";260;1153;0.6
16;"PBC";260;1671;0.9
16;"MLPD";260;296;0.2
16;"BüSo";260;129;0.1
16;"CDU";261;50235;37.9
16;"SPD";261;41987;31.7
16;"FDP";261;15639;11.8
16;"GRÜNE";261;15219;11.5
16;"DIE LINKE";261;4178;3.2
16;"NPD";261;979;0.7
16;"REP";261;2099;1.6
16;"FAMILIE";261;758;0.6
16;"PBC";261;451;0.3
16;"MLPD";261;183;0.1
16;"BüSo";261;74;0.1
16;"CDU";262;63260;38.9
16;"SPD";262;47452;29.1
16;"FDP";262;21741;13.4
16;"GRÜNE";262;18130;11.1
16;"DIE LINKE";262;4707;2.9
16;"NPD";262;1300;0.8
16;"REP";262;3187;2.0
16;"FAMILIE";262;1065;0.7
16;"PBC";262;1007;0.6
16;"MLPD";262;154;0.1
16;"BüSo";262;86;0.1
16;"CDU";263;53166;38.0
16;"SPD";263;44017;31.5
16;"FDP";263;17179;12.3
16;"GRÜNE";263;13356;9.5
16;"DIE LINKE";263;5609;4.0
16;"NPD";263;2238;1.6
16;"REP";263;1736;1.2
16;"FAMILIE";263;1036;0.7
16;"PBC";263;728;0.5
16;"MLPD";263;183;0.1
16;"BüSo";263;85;0.1
16;"CDU";264;66983;38.4
16;"SPD";264;51024;29.3
16;"FDP";264;23836;13.7
16;"GRÜNE";264;19440;11.2
16;"DIE LINKE";264;5593;3.2
16;"NPD";264;1651;0.9
16;"REP";264;2067;1.2
16;"FAMILIE";264;1121;0.6
16;"PBC";264;1221;0.7
16;"MLPD";264;210;0.1
16;"BüSo";264;130;0.1
16;"CDU";265;59291;36.4
16;"SPD";265;52063;32.0
16;"FDP";265;21054;12.9
16;"GRÜNE";265;17956;11.0
16;"DIE LINKE";265;5829;3.6
16;"NPD";265;1670;1.0
16;"REP";265;1783;1.1
16;"FAMILIE";265;910;0.6
16;"PBC";265;794;0.5
16;"MLPD";265;156;0.1
16;"BüSo";265;97;0.1
16;"CDU";266;66936;38.0
16;"SPD";266;56306;31.9
16;"FDP";266;22695;12.9
16;"GRÜNE";266;16561;9.4
16;"DIE LINKE";266;5759;3.3
16;"NPD";266;2188;1.2
16;"REP";266;2345;1.3
16;"FAMILIE";266;1093;0.6
16;"PBC";266;992;0.6
16;"MLPD";266;138;0.1
16;"BüSo";266;111;0.1
16;"CDU";267;71134;39.5
16;"SPD";267;58244;32.4
16;"FDP";267;20941;11.6
16;"GRÜNE";267;13540;7.5
16;"DIE LINKE";267;6904;3.8
16;"NPD";267;2980;1.7
16;"REP";267;2622;1.5
16;"FAMILIE";267;1357;0.8
16;"PBC";267;994;0.6
16;"MLPD";267;273;0.2
16;"BüSo";267;118;0.1
16;"CDU";268;64572;39.9
16;"SPD";268;48634;30.0
16;"FDP";268;18806;11.6
16;"GRÜNE";268;14959;9.2
16;"DIE LINKE";268;5933;3.7
16;"NPD";268;2666;1.6
16;"REP";268;2271;1.4
16;"FAMILIE";268;1286;0.8
16;"PBC";268;2008;1.2
16;"MLPD";268;156;0.1
16;"BüSo";268;126;0.1
16;"CDU";269;55177;41.1
16;"SPD";269;41011;30.5
16;"FDP";269;14546;10.8
16;"GRÜNE";269;12406;9.2
16;"DIE LINKE";269;4711;3.5
16;"NPD";269;1580;1.2
16;"REP";269;1905;1.4
16;"FAMILIE";269;928;0.7
16;"PBC";269;1144;0.9
16;"MLPD";269;127;0.1
16;"BüSo";269;119;0.1
16;"CDU";270;71995;42.0
16;"SPD";270;54873;32.0
16;"FDP";270;16892;9.9
16;"GRÜNE";270;13017;7.6
16;"DIE LINKE";270;6771;4.0
16;"NPD";270;1699;1.0
16;"REP";270;2891;1.7
16;"FAMILIE";270;1351;0.8
16;"PBC";270;937;0.5
16;"MLPD";270;149;0.1
16;"BüSo";270;109;0.1
16;"CDU";271;48557;32.9
16;"SPD";271;47399;32.1
16;"FDP";271;17804;12.0
16;"GRÜNE";271;21778;14.7
16;"DIE LINKE";271;7333;4.96
16;"NPD";271;1638;1.1
16;"REP";271;833;0.6
16;"FAMILIE";271;863;0.6
16;"PBC";271;469;0.3
16;"MLPD";271;138;0.1
16;"BüSo";271;121;0.1
16;"CDU";272;66466;40.7
16;"SPD";272;50046;30.7
16;"FDP";272;19680;12.1
16;"GRÜNE";272;14962;9.2
16;"DIE LINKE";272;5649;3.5
16;"NPD";272;1713;1.0
16;"REP";272;1360;0.8
16;"FAMILIE";272;1237;0.8
16;"PBC";272;1166;0.7
16;"MLPD";272;85;0.1
16;"BüSo";272;109;0.1
16;"CDU";273;64460;41.6
16;"SPD";273;48869;31.5
16;"FDP";273;17081;11.0
16;"GRÜNE";273;13099;8.4
16;"DIE LINKE";273;5931;3.8
16;"NPD";273;1711;1.1
16;"REP";273;1539;1.0
16;"FAMILIE";273;1083;0.7
16;"PBC";273;530;0.3
16;"MLPD";273;89;0.1
16;"BüSo";273;107;0.1
16;"CDU";274;56533;33.5
16;"SPD";274;53397;31.7
16;"FDP";274;21107;12.5
16;"GRÜNE";274;25686;15.2
16;"DIE LINKE";274;7307;4.3
16;"NPD";274;1655;1.0
16;"REP";274;810;0.5
16;"FAMILIE";274;870;0.5
16;"PBC";274;349;0.2
16;"MLPD";274;92;0.1
16;"BüSo";274;89;0.1
16;"CDU";275;44641;31.1
16;"SPD";275;53295;37.1
16;"FDP";275;14283;9.9
16;"GRÜNE";275;15587;10.9
16;"DIE LINKE";275;9507;6.6
16;"NPD";275;1875;1.3
16;"REP";275;1590;1.1
16;"FAMILIE";275;1073;0.7
16;"PBC";275;391;0.3
16;"MLPD";275;177;0.1
16;"BüSo";275;147;0.1
16;"CDU";276;77032;46.7
16;"SPD";276;45318;27.5
16;"FDP";276;17525;10.6
16;"GRÜNE";276;11157;6.8
16;"DIE LINKE";276;5848;3.5
16;"NPD";276;2388;1.4
16;"REP";276;1868;1.1
16;"FAMILIE";276;2245;1.4
16;"PBC";276;658;0.4
16;"MLPD";276;82;0.0
16;"BüSo";276;96;0.1
16;"CDU";277;60850;39.7
16;"SPD";277;47142;30.8
16;"FDP";277;18332;12.0
16;"GRÜNE";277;14574;9.5
16;"DIE LINKE";277;6301;4.1
16;"NPD";277;2168;1.4
16;"REP";277;1270;0.8
16;"FAMILIE";277;1139;0.7
16;"PBC";277;652;0.4
16;"MLPD";277;81;0.1
16;"BüSo";277;92;0.1
16;"CDU";278;60845;40.8
16;"SPD";278;46173;31.0
16;"FDP";278;17619;11.8
16;"GRÜNE";278;11271;7.6
16;"DIE LINKE";278;6075;4.1
16;"NPD";278;2177;1.5
16;"REP";278;1764;1.2
16;"FAMILIE";278;1897;1.3
16;"PBC";278;443;0.3
16;"MLPD";278;125;0.1
16;"BüSo";278;97;0.1
16;"CDU";279;65153;39.2
16;"SPD";279;51706;31.1
16;"FDP";279;21025;12.6
16;"GRÜNE";279;14023;8.4
16;"DIE LINKE";279;6676;4.0
16;"NPD";279;2083;1.3
16;"REP";279;1922;1.2
16;"FAMILIE";279;1271;0.8
16;"PBC";279;1416;0.9
16;"MLPD";279;144;0.1
16;"BüSo";279;105;0.1
16;"CDU";280;65367;43.2
16;"SPD";280;40263;26.6
16;"FDP";280;19478;12.9
16;"GRÜNE";280;12163;8.0
16;"DIE LINKE";280;4942;3.3
16;"NPD";280;2229;1.5
16;"REP";280;2192;1.4
16;"FAMILIE";280;1204;0.8
16;"PBC";280;2646;1.7
16;"MLPD";280;123;0.1
16;"BüSo";280;107;0.1
16;"CDU";281;48254;29.6
16;"SPD";281;50480;31.0
16;"FDP";281;14845;9.1
16;"GRÜNE";281;37082;22.8
16;"DIE LINKE";281;8009;4.9
16;"NPD";281;1068;0.7
16;"REP";281;763;0.5
16;"FAMILIE";281;809;0.5
16;"PBC";281;502;0.3
16;"MLPD";281;157;0.1
16;"BüSo";281;87;0.1
16;"CDU";282;57872;34.7
16;"SPD";282;58577;35.1
16;"FDP";282;16674;10.0
16;"GRÜNE";282;20989;12.6
16;"DIE LINKE";282;6372;3.8
16;"NPD";282;1491;0.9
16;"REP";282;1630;1.0
16;"FAMILIE";282;1052;0.6
16;"PBC";282;1128;0.7
16;"MLPD";282;124;0.1
16;"BüSo";282;102;0.1
16;"CDU";283;59587;37.8
16;"SPD";283;51187;32.5
16;"FDP";283;16140;10.3
16;"GRÜNE";283;18349;11.7
16;"DIE LINKE";283;6213;3.9
16;"NPD";283;1708;1.1
16;"REP";283;1223;0.8
16;"FAMILIE";283;1348;0.9
16;"PBC";283;757;0.5
16;"MLPD";283;70;0.0
16;"BüSo";283;123;0.1
16;"CDU";284;61181;41.2
16;"SPD";284;43430;29.2
16;"FDP";284;16864;11.4
16;"GRÜNE";284;14479;9.7
16;"DIE LINKE";284;6398;4.3
16;"NPD";284;1896;1.3
16;"REP";284;1472;1.0
16;"FAMILIE";284;1362;0.9
16;"PBC";284;701;0.5
16;"MLPD";284;73;0.0
16;"BüSo";284;94;0.1
16;"CDU";285;67326;44.8
16;"SPD";285;39596;26.4
16;"FDP";285;19357;12.9
16;"GRÜNE";285;10539;7.0
16;"DIE LINKE";285;4693;3.1
16;"NPD";285;2297;1.5
16;"REP";285;1655;1.1
16;"FAMILIE";285;2540;1.7
16;"PBC";285;1113;0.7
16;"MLPD";285;92;0.1
16;"BüSo";285;161;0.1
16;"CDU";286;53146;42.0
16;"SPD";286;35077;27.7
16;"FDP";286;16300;12.9
16;"GRÜNE";286;11103;8.8
16;"DIE LINKE";286;4512;3.6
16;"NPD";286;2127;1.7
16;"REP";286;1041;0.8
16;"FAMILIE";286;1038;0.8
16;"PBC";286;1170;0.9
16;"MLPD";286;158;0.1
16;"BüSo";286;99;0.1
16;"CDU";287;55279;37.3
16;"SPD";287;44123;29.8
16;"FDP";287;20274;13.7
16;"GRÜNE";287;17958;12.1
16;"DIE LINKE";287;5665;3.8
16;"NPD";287;1561;1.1
16;"REP";287;840;0.6
16;"FAMILIE";287;944;0.6
16;"PBC";287;541;0.4
16;"MLPD";287;123;0.1
16;"BüSo";287;129;0.1
16;"CDU";288;55509;41.4
16;"SPD";288;39923;29.8
16;"FDP";288;14549;10.8
16;"GRÜNE";288;14624;10.9
16;"DIE LINKE";288;4325;3.2
16;"NPD";288;1122;0.8
16;"REP";288;1456;1.1
16;"FAMILIE";288;1012;0.8
16;"PBC";288;815;0.6
16;"MLPD";288;84;0.1
16;"BüSo";288;99;0.1
16;"CDU";289;59038;38.4
16;"SPD";289;45514;29.6
16;"FDP";289;21090;13.7
16;"GRÜNE";289;16374;10.6
16;"DIE LINKE";289;5428;3.5
16;"NPD";289;1653;1.1
16;"REP";289;1862;1.2
16;"FAMILIE";289;1020;0.7
16;"PBC";289;802;0.5
16;"MLPD";289;245;0.2
16;"BüSo";289;85;0.1
16;"CDU";290;51392;35.3
16;"SPD";290;42318;29.1
16;"FDP";290;16382;11.2
16;"GRÜNE";290;23612;16.2
16;"DIE LINKE";290;6209;4.3
16;"NPD";290;1390;1.0
16;"REP";290;1864;1.3
16;"FAMILIE";290;938;0.6
16;"PBC";290;761;0.5
16;"MLPD";290;140;0.1
16;"BüSo";290;114;0.1
16;"CDU";291;70893;42.0
16;"SPD";291;48274;28.6
16;"FDP";291;19059;11.3
16;"GRÜNE";291;17803;10.6
16;"DIE LINKE";291;5495;3.3
16;"NPD";291;2117;1.3
16;"REP";291;1660;1.0
16;"FAMILIE";291;1384;0.8
16;"PBC";291;846;0.5
16;"MLPD";291;201;0.1
16;"BüSo";291;153;0.1
16;"CDU";292;63435;51.6
16;"SPD";292;26582;21.6
16;"FDP";292;13532;11.0
16;"GRÜNE";292;9610;7.8
16;"DIE LINKE";292;3204;2.6
16;"NPD";292;1567;1.3
16;"REP";292;2226;1.8
16;"FAMILIE";292;1506;1.2
16;"PBC";292;502;0.4
16;"MLPD";292;76;0.1
16;"BüSo";292;155;0.1
16;"CDU";293;53640;41.9
16;"SPD";293;35278;27.6
16;"FDP";293;15825;12.4
16;"GRÜNE";293;14439;11.3
16;"DIE LINKE";293;4169;3.3
16;"NPD";293;1261;1.0
16;"REP";293;946;0.7
16;"FAMILIE";293;999;0.8
16;"PBC";293;647;0.5
16;"MLPD";293;94;0.1
16;"BüSo";293;79;0.1
16;"CDU";294;60909;44.8
16;"SPD";294;33686;24.8
16;"FDP";294;15948;11.7
16;"GRÜNE";294;15436;11.4
16;"DIE LINKE";294;4248;3.1
16;"NPD";294;1114;0.8
16;"REP";294;1542;1.1
16;"FAMILIE";294;1466;1.1
16;"PBC";294;758;0.6
16;"MLPD";294;73;0.1
16;"BüSo";294;120;0.1
16;"CDU";295;65601;47.2
16;"SPD";295;34864;25.1
16;"FDP";295;16568;11.9
16;"GRÜNE";295;9517;6.9
16;"DIE LINKE";295;4468;3.2
16;"NPD";295;1884;1.4
16;"REP";295;2290;1.6
16;"FAMILIE";295;1763;1.3
16;"PBC";295;918;0.7
16;"MLPD";295;235;0.2
16;"BüSo";295;95;0.1
16;"SPD";296;51231;32.4
16;"CDU";296;41846;26.5
16;"DIE LINKE";296;33021;20.9
16;"FDP";296;12502;7.9
16;"GRÜNE";296;12517;7.9
16;"FAMILIE";296;2614;1.7
16;"NPD";296;2823;1.8
16;"MLPD";296;217;0.1
16;"SPD";297;55839;33.1
16;"CDU";297;53774;31.9
16;"DIE LINKE";297;30142;17.9
16;"FDP";297;12789;7.6
16;"GRÜNE";297;9014;5.4
16;"FAMILIE";297;2874;1.7
16;"NPD";297;2872;1.7
16;"MLPD";297;183;0.1
16;"SPD";298;50048;33.5
16;"CDU";298;50000;33.5
16;"DIE LINKE";298;25286;16.9
16;"FDP";298;10127;6.8
16;"GRÜNE";298;6925;4.6
16;"FAMILIE";298;3307;2.2
16;"NPD";298;2502;1.7
16;"MLPD";298;140;0.1
16;"SPD";299;54083;34.3
16;"CDU";299;45447;28.8
16;"DIE LINKE";299;28640;18.2
16;"FDP";299;11770;7.5
16;"GRÜNE";299;9033;5.7
16;"FAMILIE";299;4207;2.7
16;"NPD";299;3262;2.1
16;"MLPD";299;146;0.1
17;"SPD";1;41793;26.3
17;"CDU";1;51068;32.1
17;"FDP";1;24187;15.2
17;"GRÜNE";1;21967;13.8
17;"DIE LINKE";1;13481;8.5
17;"NPD";1;1240;0.8
17;"MLPD";1;47;0.0
17;"DVU";1;159;0.1
17;"PIRATEN";1;3385;2.1
17;"RENTNER";1;1821;1.1
17;"SPD";2;32239;24.5
17;"CDU";2;47947;36.5
17;"FDP";2;22605;17.2
17;"GRÜNE";2;14927;11.4
17;"DIE LINKE";2;8836;6.7
17;"NPD";2;1126;0.9
17;"MLPD";2;53;0.0
17;"DVU";2;194;0.1
17;"PIRATEN";2;2233;1.7
17;"RENTNER";2;1293;1.0
17;"SPD";3;31282;25.0
17;"CDU";3;43480;34.7
17;"FDP";3;21970;17.5
17;"GRÜNE";3;12899;10.3
17;"DIE LINKE";3;9808;7.8
17;"NPD";3;1512;1.2
17;"MLPD";3;44;0.0
17;"DVU";3;142;0.1
17;"PIRATEN";3;2549;2.0
17;"RENTNER";3;1604;1.3
17;"SPD";4;39253;26.7
17;"CDU";4;49789;33.9
17;"FDP";4;23442;15.9
17;"GRÜNE";4;18751;12.8
17;"DIE LINKE";4;9821;6.7
17;"NPD";4;1220;0.8
17;"MLPD";4;55;0.0
17;"DVU";4;136;0.1
17;"PIRATEN";4;2985;2.0
17;"RENTNER";4;1540;1.0
17;"SPD";5;42369;29.6
17;"CDU";5;36397;25.4
17;"FDP";5;19156;13.4
17;"GRÜNE";5;24659;17.2
17;"DIE LINKE";5;13430;9.4
17;"NPD";5;1275;0.9
17;"MLPD";5;80;0.1
17;"DVU";5;139;0.1
17;"PIRATEN";5;4267;3.0
17;"RENTNER";5;1448;1.0
17;"SPD";6;35557;28.5
17;"CDU";6;40110;32.1
17;"FDP";6;19772;15.8
17;"GRÜNE";6;15701;12.6
17;"DIE LINKE";6;8936;7.2
17;"NPD";6;1315;1.1
17;"MLPD";6;42;0.0
17;"DVU";6;131;0.1
17;"PIRATEN";6;2281;1.8
17;"RENTNER";6;1095;0.9
17;"SPD";7;45540;26.3
17;"CDU";7;57203;33.1
17;"FDP";7;28640;16.6
17;"GRÜNE";7;20978;12.1
17;"DIE LINKE";7;13412;7.8
17;"NPD";7;1743;1.0
17;"MLPD";7;56;0.0
17;"DVU";7;193;0.1
17;"PIRATEN";7;3659;2.1
17;"RENTNER";7;1571;0.9
17;"SPD";8;44445;25.1
17;"CDU";8;58225;32.9
17;"FDP";8;31407;17.7
17;"GRÜNE";8;21245;12.0
17;"DIE LINKE";8;14280;8.1
17;"NPD";8;1687;1.0
17;"MLPD";8;58;0.0
17;"DVU";8;233;0.1
17;"PIRATEN";8;3598;2.0
17;"RENTNER";8;1814;1.0
17;"SPD";9;36329;28.2
17;"CDU";9;42193;32.8
17;"FDP";9;22701;17.6
17;"GRÜNE";9;13651;10.6
17;"DIE LINKE";9;9342;7.3
17;"NPD";9;1192;0.9
17;"MLPD";9;43;0.0
17;"DVU";9;132;0.1
17;"PIRATEN";9;2062;1.6
17;"RENTNER";9;1178;0.9
17;"SPD";10;45354;25.4
17;"CDU";10;59075;33.1
17;"FDP";10;30714;17.2
17;"GRÜNE";10;22240;12.5
17;"DIE LINKE";10;13855;7.8
17;"NPD";10;2126;1.2
17;"MLPD";10;48;0.0
17;"DVU";10;204;0.1
17;"PIRATEN";10;3248;1.8
17;"RENTNER";10;1445;0.8
17;"SPD";11;36578;30.1
17;"CDU";11;32970;27.2
17;"FDP";11;17173;14.2
17;"GRÜNE";11;16764;13.8
17;"DIE LINKE";11;12002;9.9
17;"NPD";11;1412;1.2
17;"MLPD";11;90;0.1
17;"DVU";11;144;0.1
17;"PIRATEN";11;3010;2.5
17;"RENTNER";11;1197;1.0
17;"SPD";12;25047;18.6
17;"CDU";12;44340;32.9
17;"DIE LINKE";12;38466;28.5
17;"FDP";12;12865;9.5
17;"GRÜNE";12;7139;5.3
17;"NPD";12;3766;2.8
17;"MLPD";12;246;0.2
17;"REP";12;195;0.1
17;"PIRATEN";12;2745;2.0
17;"SPD";13;24464;20.6
17;"CDU";13;36653;30.9
17;"DIE LINKE";13;32623;27.5
17;"FDP";13;11405;9.6
17;"GRÜNE";13;6833;5.8
17;"NPD";13;3598;3.0
17;"MLPD";13;211;0.2
17;"REP";13;198;0.2
17;"PIRATEN";13;2579;2.2
17;"SPD";14;23223;18.0
17;"CDU";14;34759;27.0
17;"DIE LINKE";14;40045;31.1
17;"FDP";14;12234;9.5
17;"GRÜNE";14;10772;8.4
17;"NPD";14;2999;2.3
17;"MLPD";14;324;0.3
17;"REP";14;177;0.1
17;"PIRATEN";14;4215;3.3
17;"SPD";15;15048;12.9
17;"CDU";15;43650;37.3
17;"DIE LINKE";15;33522;28.6
17;"FDP";15;13087;11.2
17;"GRÜNE";15;5349;4.6
17;"NPD";15;3434;2.9
17;"MLPD";15;210;0.2
17;"REP";15;236;0.2
17;"PIRATEN";15;2564;2.2
17;"SPD";16;14941;12.3
17;"CDU";16;44679;36.8
17;"DIE LINKE";16;34198;28.1
17;"FDP";16;12686;10.4
17;"GRÜNE";16;6241;5.1
17;"NPD";16;5274;4.3
17;"MLPD";16;212;0.2
17;"REP";16;301;0.2
17;"PIRATEN";16;2968;2.4
17;"SPD";17;22778;17.4
17;"CDU";17;44654;34.2
17;"DIE LINKE";17;36412;27.9
17;"FDP";17;13038;10.0
17;"GRÜNE";17;6762;5.2
17;"NPD";17;3869;3.0
17;"MLPD";17;277;0.2
17;"REP";17;237;0.2
17;"PIRATEN";17;2525;1.9
17;"SPD";18;18106;15.6
17;"CDU";18;38746;33.4
17;"DIE LINKE";18;36270;31.3
17;"FDP";18;9888;8.5
17;"GRÜNE";18;4745;4.1
17;"NPD";18;5283;4.6
17;"MLPD";18;250;0.2
17;"REP";18;239;0.2
17;"PIRATEN";18;2467;2.1
17;"SPD";19;46419;28.1
17;"CDU";19;38689;23.4
17;"GRÜNE";19;27865;16.9
17;"FDP";19;19105;11.6
17;"DIE LINKE";19;22702;13.7
17;"NPD";19;1822;1.1
17;"MLPD";19;132;0.1
17;"DVU";19;243;0.1
17;"ödp";19;675;0.4
17;"PIRATEN";19;6303;3.8
17;"RENTNER";19;1176;0.7
17;"SPD";20;32633;25.2
17;"CDU";20;33916;26.2
17;"GRÜNE";20;24462;18.9
17;"FDP";20;17028;13.2
17;"DIE LINKE";20;15670;12.1
17;"NPD";20;795;0.6
17;"MLPD";20;84;0.1
17;"DVU";20;104;0.1
17;"ödp";20;545;0.4
17;"PIRATEN";20;3344;2.6
17;"RENTNER";20;755;0.6
17;"SPD";21;37722;26.8
17;"CDU";21;37695;26.8
17;"GRÜNE";21;25819;18.3
17;"FDP";21;18851;13.4
17;"DIE LINKE";21;14732;10.5
17;"NPD";21;799;0.6
17;"MLPD";21;70;0.0
17;"DVU";21;144;0.1
17;"ödp";21;428;0.3
17;"PIRATEN";21;3531;2.5
17;"RENTNER";21;934;0.7
17;"SPD";22;40909;25.3
17;"CDU";22;50174;31.0
17;"GRÜNE";22;26306;16.3
17;"FDP";22;25269;15.6
17;"DIE LINKE";22;13429;8.3
17;"NPD";22;794;0.5
17;"MLPD";22;46;0.0
17;"DVU";22;152;0.1
17;"ödp";22;411;0.3
17;"PIRATEN";22;3289;2.0
17;"RENTNER";22;876;0.5
17;"SPD";23;42705;28.8
17;"CDU";23;44770;30.2
17;"GRÜNE";23;17518;11.8
17;"FDP";23;20181;13.6
17;"DIE LINKE";23;16205;10.9
17;"NPD";23;1674;1.1
17;"MLPD";23;50;0.0
17;"DVU";23;261;0.2
17;"ödp";23;527;0.4
17;"PIRATEN";23;3158;2.1
17;"RENTNER";23;1314;0.9
17;"SPD";24;42554;30.2
17;"CDU";24;41423;29.4
17;"GRÜNE";24;16484;11.7
17;"FDP";24;16709;11.8
17;"DIE LINKE";24;16358;11.6
17;"NPD";24;1795;1.3
17;"MLPD";24;63;0.0
17;"DVU";24;280;0.2
17;"ödp";24;402;0.3
17;"PIRATEN";24;3543;2.5
17;"RENTNER";24;1517;1.1
17;"SPD";25;50682;38.8
17;"CDU";25;32155;24.6
17;"FDP";25;13619;10.4
17;"GRÜNE";25;13641;10.4
17;"DIE LINKE";25;14978;11.5
17;"NPD";25;1712;1.3
17;"Die Tierschutzpartei";25;1042;0.8
17;"MLPD";25;32;0.0
17;"DVU";25;123;0.1
17;"ödp";25;123;0.1
17;"PIRATEN";25;2015;1.5
17;"RRP";25;642;0.5
17;"SPD";26;44913;27.6
17;"CDU";26;63545;39.1
17;"FDP";26;20731;12.8
17;"GRÜNE";26;12222;7.5
17;"DIE LINKE";26;14219;8.7
17;"NPD";26;1707;1.1
17;"Die Tierschutzpartei";26;1149;0.7
17;"MLPD";26;28;0.0
17;"DVU";26;152;0.1
17;"ödp";26;304;0.2
17;"PIRATEN";26;2899;1.8
17;"RRP";26;648;0.4
17;"SPD";27;40610;31.0
17;"CDU";27;38728;29.6
17;"FDP";27;19204;14.7
17;"GRÜNE";27;12009;9.2
17;"DIE LINKE";27;13572;10.4
17;"NPD";27;1570;1.2
17;"Die Tierschutzpartei";27;1277;1.0
17;"MLPD";27;85;0.1
17;"DVU";27;106;0.1
17;"ödp";27;112;0.1
17;"PIRATEN";27;2452;1.9
17;"RRP";27;1071;0.8
17;"SPD";28;42551;27.1
17;"CDU";28;44090;28.1
17;"FDP";28;22917;14.6
17;"GRÜNE";28;24171;15.4
17;"DIE LINKE";28;15244;9.7
17;"NPD";28;1345;0.9
17;"Die Tierschutzpartei";28;1349;0.9
17;"MLPD";28;53;0.0
17;"DVU";28;124;0.1
17;"ödp";28;192;0.1
17;"PIRATEN";28;4000;2.6
17;"RRP";28;821;0.5
17;"SPD";29;45895;28.7
17;"CDU";29;49810;31.2
17;"FDP";29;23109;14.5
17;"GRÜNE";29;16731;10.5
17;"DIE LINKE";29;15906;10.0
17;"NPD";29;2009;1.3
17;"Die Tierschutzpartei";29;1519;1.0
17;"MLPD";29;49;0.0
17;"DVU";29;171;0.1
17;"ödp";29;179;0.1
17;"PIRATEN";29;2879;1.8
17;"RRP";29;1506;0.9
17;"SPD";30;40643;30.3
17;"CDU";30;46707;34.8
17;"FDP";30;17146;12.8
17;"GRÜNE";30;11885;8.9
17;"DIE LINKE";30;11920;8.9
17;"NPD";30;1567;1.2
17;"Die Tierschutzpartei";30;1072;0.8
17;"MLPD";30;28;0.0
17;"DVU";30;225;0.2
17;"ödp";30;173;0.1
17;"PIRATEN";30;1938;1.4
17;"RRP";30;945;0.7
17;"SPD";31;37784;26.9
17;"CDU";31;51303;36.5
17;"FDP";31;20056;14.3
17;"GRÜNE";31;14253;10.1
17;"DIE LINKE";31;10541;7.5
17;"NPD";31;2061;1.5
17;"Die Tierschutzpartei";31;999;0.7
17;"MLPD";31;43;0.0
17;"DVU";31;140;0.1
17;"ödp";31;170;0.1
17;"PIRATEN";31;2503;1.8
17;"RRP";31;837;0.6
17;"SPD";32;39085;23.3
